C090	none	-	med	3	2	2	2	No accelerated rosbag record/validate/convert tooling on the AMD side	Robot data teams logging multi-camera sensor data on AMD edge boxes	Add rosbag2 validation and H.264 conversion utilities using VCU/VA-API decode to the AMD Robotics Software Suite	https://www.amd.com/en/products/system-on-modules/kria/ai.html
C091	partial	AMD Solution Blueprints plus AMD Inference Microservice in the Enterprise AI Suite	med	2	3	2	2	No video-search-and-summarization agent blueprint published on ROCm	Integrators building camera-fleet Q and A or VLM video analytics on Instinct	Publish a VSS-equivalent blueprint chaining VLM plus vector DB plus ASR on ROCm	https://rocm.blogs.amd.com/blog/2025.html
C092	partial	TUV SUD certified AMD functional safety design flow plus Zynq-7000 SIL3 on-chip redundancy concept	high	1	3	3	3	No integrated AI-compute-plus-safety-island robotics SoC or safety-certified AI runtime	Cobot and AMR OEMs needing SIL2/SIL3 alongside VLA inference on one module	Publish a safety concept architecture pairing X100 AI compute with a Spartan/Zynq safety island	https://www.amd.com/en/products/adaptive-socs-and-fpgas/technologies/functional-safety.html
C093	partial	AMD adaptive SoC medical portfolio plus TUV-certified FuSa flow plus Imaging Solution Blueprint on Radeon	med	1	2	2	2	No Holoscan-equivalent low-latency sensor-to-inference SDK packaged for regulated medical pipelines	Medical device OEMs building endoscopy/ultrasound/surgical edge products	Package the Kria plus ROCm sensor pipeline as a documented medical reference platform with FuSa artifacts	https://www.amd.com/en/products/adaptive-socs-and-fpgas/technologies/functional-safety.html
C094	n/a	-	med	-	-	-	-	-	-	-	https://github.com/orgs/NVIDIA-ISAAC/repositories
C095	none	-	low	3	3	2	1	No published sensor-to-actuation latency measurement and V and V tool for AMD robotics platforms	Safety and real-time engineers who must certify camera-to-control timing	Ship an FPGA-timestamped latency measurement reference design on the Kria AI Robotics Developer Platform	https://www.amd.com/en/products/system-on-modules/kria/ai/robotics-developer-platform.html
C096	partial	Kria Robotics Stack colcon acceleration plus PetaLinux/Vitis plus AMD Robotics Software Suite	med	2	2	3	2	No single maintained dev-environment CLI for reproducible ROS 2 container build and flash on AMD	ROS 2 developers onboarding to Kria and ROCm targets	Ship one amd-robotics CLI wrapping container build, flash, deploy and cross-compile	https://www.amd.com/en/products/system-on-modules/kria/ai.html
C097	partial	AMD Robotics Software Suite reference applications plus Vitis Vision and KRS accelerated examples	med	2	2	3	2	No composed multi-node accelerated perception graph examples end to end	Developers assembling full perception pipelines on ROCm or Kria fabric	Publish end-to-end ROS 2 launch examples chaining several accelerated nodes with measured throughput	https://www.amd.com/en/products/system-on-modules/kria/ai.html
C098	partial	OpenNav Robotics Workload Benchmark commissioned by AMD; ros2_benchmark itself runs on AMD hosts	med	2	2	3	3	No reusable AMD-maintained ROS 2 graph benchmark harness or per-node published numbers	Buyers comparing AMD versus Jetson and developers tuning ROS 2 graphs	Contribute AMD plugins and reproducible configs plus results back to ros2_benchmark	https://opennav.org/news/opennav-robotics-workload-benchmark
C099	partial	AMD Developer Cloud GPU instances used for LeRobot Pi0 training	low	2	2	2	2	No one-click cloud deployment of GPU simulation workstations on AMD instances	Teams wanting cloud sim or RL farms without local Instinct hardware	Publish Terraform and CLI recipes that stand up a ROCm simulation workstation on a major cloud	https://rocm.blogs.amd.com/artificial-intelligence/rocm-blogsblogsartificial-in/README.html
C100	native	Upstream Zephyr boards/amd covering kv260_r5, zynqmp_apu/rpu, versal, versal2 and versalnet apu/rpu	high	-	-	-	-	-	-	-	https://github.com/zephyrproject-rtos/zephyr/tree/main/boards/amd
C101	none	-	med	3	1	1	2	No NuttX architecture or board port for AMD Zynq R5 or MicroBlaze V	PX4 and drone developers who would otherwise use an AMD SoC as flight controller	Either upstream a ZynqMP R5 NuttX board port or explicitly point flight-control users at the existing Zephyr AMD ports	https://github.com/apache/nuttx/tree/master/arch/arm/src
C102	partial	Ryzen AI Embedded X100 firm real-time Linux with sub-7us interrupt latency plus PetaLinux RT kernels	med	3	3	3	2	No AMD-published PREEMPT_RT reference config or RT-safe ROCm/NPU submission path	ros2_control users running GPU inference and a hard control loop on one SoC	Publish an RT kernel BSP with cyclictest and ROCm-under-RT jitter numbers for X100	https://www.servethehome.com/amds-physical-ai-plans-come-into-focus-as-company-launches-ryzen-embedded-ai-x100/
C103	community	Xenomai and EVL build on AMD x86-64 and ARM hosts with no AMD packaging or validation	low	3	2	1	1	No AMD-validated co-kernel option for workloads where PREEMPT_RT jitter is insufficient	Motion-control vendors needing hard real-time on Ryzen Embedded	Validate and document Xenomai or EVL on X100 as an alternative to PREEMPT_RT	https://xenomai.org/
C104	partial	IgH master runs on AMD x86 Linux and the Kria robotics platform exposes EtherCAT/TSN ports	med	3	3	3	2	No AMD-maintained or FPGA-offloaded EtherCAT master integrated with the Robotics Software Suite	Industrial servo and motion integrators building on Kria carriers	Publish a validated IgH-on-X100 reference with cycle jitter numbers and a Spartan offload option	https://www.cnx-software.com/2026/07/24/amd-launches-ryzen-ai-embedded-x100-processors-kria-ai-som-and-physical-ai-robotics-developer-platform/
C105	community	SOEM builds and runs unmodified on AMD x86 and ARM Linux hosts	low	3	2	2	1	No AMD packaging or NIC/RT validation of a lightweight embeddable EtherCAT master	Embedded integrators wanting fieldbus control from an AMD SoC without a kernel master	Add SOEM to AMD robotics reference images with a tested NIC and real-time configuration	https://github.com/OpenEtherCATsociety/SOEM
