C021	none	-	high	1	3	3	3	No GPU-accelerated visual SLAM library on ROCm or Ryzen AI	AMR and drone teams needing metric VO/VSLAM on AMD edge silicon	Fund a HIP/ROCm port or ROCm-optimized build of an open VSLAM core and publish a ROS 2 wrapper	https://developer.nvidia.com/isaac/ros
C022	none	-	high	2	3	3	3	No GPU TSDF/ESDF volumetric reconstruction library with a ROCm backend	Navigation and manipulation stacks needing dense 3D costmaps on AMD	Port the Apache-2.0 nvblox core kernels to HIP and land a ROCm CI job	https://github.com/nvidia-isaac/nvblox
C023	none	-	med	2	3	3	2	No ROS 2 node publishing GPU-reconstructed 3D costmaps into Nav2 on AMD	Nav2 users on Kria/Ryzen AI who want 3D obstacle avoidance	After a HIP TSDF core exists wrap it as a Nav2 costmap layer plugin	https://developer.nvidia.com/isaac/ros
C024	partial	AMD ROS 2 Perception Node plus MIGraphX/Vitis AI ONNX inference	med	2	3	3	2	No packaged learned stereo disparity ROS 2 node tuned for AMD iGPU or NPU	Stereo-camera robots on Kria and Ryzen AI Embedded	Ship a reference stereo disparity ONNX pipeline in the Robotics Software Suite with published Hz numbers	https://newsroom.amd.com/news/aai-2026-robotics-partner-network/
C025	none	-	med	1	2	1	2	No depth-based obstacle field segmentation node on AMD	Teams replicating Bi3D-style binary depth obstacle detection	Deprioritize; cover via generic depth plus segmentation pipeline instead of a dedicated node	https://developer.nvidia.com/isaac/ros
C026	partial	AMD ROS 2 Perception Node accelerated application on ROCm/Vitis AI	med	3	3	3	2	No AMD-maintained catalog of ROS 2 semantic segmentation nodes with benchmarked models	Perception engineers porting segmentation pipelines off Isaac ROS	Publish segmentation model zoo entries with MIGraphX and Ryzen AI latency tables in the Robotics Software Suite	https://newsroom.amd.com/news/aai-2026-robotics-partner-network/
C027	none	-	low	2	2	1	2	No freespace/ground-plane segmentation package for navigation on AMD	AMR navigation teams wanting learned drivable-space masks	Low priority; add as a model variant once the segmentation node catalog exists	https://developer.nvidia.com/isaac/ros
C028	partial	AMD ROS 2 Perception Node plus MIGraphX and Ryzen AI ONNX execution providers	high	3	3	3	3	No first-party ROS 2 detection nodes with AMD-published accuracy and throughput for YOLO/RT-DETR	Every robot doing 2D detection that is evaluating AMD vs Jetson	Publish a supported isaac_ros_object_detection-equivalent ROS 2 package with per-SKU benchmark numbers	https://newsroom.amd.com/news/aai-2026-robotics-partner-network/
C029	none	-	med	2	2	3	2	No 6D object pose estimation path on AMD; FoundationPose and CenterPose are CUDA-bound	Bin-picking and manipulation teams evaluating AMD for grasping	Port one open 6D pose model (FoundationPose or MegaPose) to ROCm/MIGraphX and publish a demo	https://developer.nvidia.com/isaac/ros
C030	none	-	low	2	2	2	1	No GPU-accelerated global map-based relocalization package on AMD	Fleet AMRs needing repeatable localization against a prior map	Validate an open CPU relocalizer (AMCL/lidar) on Kria first and document the accuracy gap	https://developer.nvidia.com/isaac/ros
C031	none	-	med	1	3	2	2	No structure-from-motion mapping and visual relocalization stack on AMD silicon	Teams building persistent visual maps for multi-session operation	Bundle an open SfM (COLMAP/hloc) ROCm build as a mapping reference in the Robotics Software Suite	https://developer.nvidia.com/isaac/ros
C032	partial	AMD Advanced Media Framework and VA-API hardware H.264/HEVC/AV1 encode-decode	med	3	2	2	3	Hardware video codec exists on AMD but no ROS 2 encode/decode nodes wrapping it	Robots streaming or recording multi-camera rigs over constrained links	Wrap AMF/VA-API in ROS 2 image_transport encoder and decoder nodes and upstream them	https://github.com/GPUOpen-LibrariesAndSDKs/AMF
C033	partial	ROS 2 plus MoveIt on ROCm named as supported in Kria AI Robotics Developer Platform	med	3	3	3	3	No end-to-end GPU-accelerated manipulation reference workflow bringup on AMD	Arm and cobot integrators wanting a working pick-place stack out of the box	Publish a MoveIt plus perception plus grasp reference bringup for a common arm on the Kria dev platform	https://newsroom.amd.com/news/aai-2026-kria-robotics-dev-platform/
C034	partial	AMD Robotics Software Suite and Kria AI Robotics Developer Platform, sampling with GA in Q4 2026	med	2	3	3	3	No shipping AMR perception reference workflow; the AMD equivalent is announced but not yet generally available	AMR OEMs choosing a compute platform before Q4 2026	Release an early-access AMR perception reference pipeline with the Nav2 integration already benchmarked by OpenNav	https://newsroom.amd.com/news/aai-2026-kria-robotics-dev-platform/
C035	none	-	med	2	3	2	2	No humanoid teleoperation and whole-body-control bringup package on AMD	Humanoid teams needing a teleop-to-policy data collection loop on AMD hardware	Fund a LeRobot-style teleop plus WBC reference on a public humanoid using ROCm	https://developer.nvidia.com/isaac/ros
C036	partial	ONNX Runtime MIGraphX and Vitis AI execution providers for policy inference	med	3	3	3	2	No ROS 2 runtime that deploys trained RL/IL policies onto real robots on AMD	Sim-to-real teams moving learned policies to AMD edge compute	Ship a policy-serving ROS 2 node with ONNX/MIGraphX backend and documented control-loop latency	https://onnxruntime.ai/docs/execution-providers/MIGraphX-ExecutionProvider.html
C037	partial	Kria AI robotics carrier card plus sensor and perception partners in the AMD Robotics Partner Network	med	2	2	2	2	No validated reference sensor suite with time-synchronized multi-camera drivers and calibration on AMD	Integrators assembling camera/IMU/lidar rigs without a known-good reference	Publish a validated sensor bill-of-materials with drivers, sync and calibration tooling for the Kria carrier card	https://newsroom.amd.com/news/aai-2026-robotics-partner-network/
C038	none	-	med	2	2	2	3	No AMD reference AMR robot platform packages; the Kria dev platform is a compute board not a whole-robot reference	Developers who want a Nova-Carter-class turnkey robot to benchmark against	Partner with one ODM in the Robotics Partner Network on an open reference AMR with published URDF and bringup	https://newsroom.amd.com/news/aai-2026-kria-robotics-dev-platform/
C039	n/a	-	-	-	-	-	-	-	-	-	https://nvidia-isaac-ros.github.io/repositories_and_packages/index.html
C040	partial	AMD Robotics Software Suite built on ROCm and ROS 2, plus ROCm and Kria dev containers	med	2	2	3	2	No published common ROS 2 build, dev-container and CI test harness for AMD targets	Anyone trying to reproduce an AMD robotics build across Kria, Ryzen AI and Instinct	Open-source the Robotics Software Suite dev container and a ROS 2 CI template for AMD targets	https://newsroom.amd.com/news/aai-2026-kria-robotics-dev-platform/
