C234	partial	AMD GPU Operator and ROCm k8s-device-plugin on standard Kubernetes nodes	med	3	2	3	2	No AMD NPU/edge device plugin so Ryzen AI XDNA accelerators are invisible to K8s/KubeEdge fleet schedulers	Robot fleet operators wanting one control plane over mixed cloud GPU and edge NPU nodes	Publish an XDNA/Ryzen AI device plugin and a KubeEdge-verified ROCm edge node reference	https://github.com/ROCm/k8s-device-plugin
C235	partial	Greengrass runs on x86-64 Linux so AMD EPYC and Ryzen Embedded gateways are supported hosts	low	1	2	2	2	No ROCm or XDNA accelerated inference component for managed edge runtimes; only CPU path on AMD	Teams shipping OTA-managed robot edge inference on AWS-managed fleets	Publish a Greengrass custom component recipe that runs ROCm/Lemonade inference on Ryzen AI Embedded	https://aws.amazon.com/greengrass/
C236	partial	AMD TUV SUD certified functional safety design flow, Isolation Design Flow, SEM IP, Zynq-7000 SIL3 safety concept	high	1	3	3	3	SIL evidence stops at the adaptive SoC/FPGA line; no IEC 61508 artifacts for ROCm, Instinct or Ryzen AI compute running robot autonomy	Robot OEMs who need the AI compute itself inside the safety argument, not just an FPGA safety island	Scope and publish an IEC 61508 safety element out of context concept for Ryzen AI Embedded plus a ROCm safety manual	corpus:amdcom-5013f693ca.txt
C237	partial	AMD adaptive SoC design flow certified for ISO 26262 by TUV SUD	high	1	3	3	3	No ASIL-rated AMD GPU or NPU compute path; automotive-grade evidence covers FPGA fabric not the AI accelerator stack	Autonomous mobile robot and AV builders evaluating AMD against ASIL-B/D rated NVIDIA parts	Publish ASIL decomposition guidance pairing a Versal/Zynq safety island with a Ryzen AI or Radeon inference channel	corpus:amdcom-5013f693ca.txt
C238	n/a	-	high	-	-	-	-	-	-	-	https://www.iso.org/standard/73933.html
C239	n/a	-	high	-	-	-	-	-	-	-	https://www.iso.org/standard/73934.html
C240	n/a	-	high	-	-	-	-	-	-	-	https://www.iso.org/standard/62996.html
C241	partial	ISO 13849 listed among standards covered by AMD certified industrial design flow	high	1	3	3	3	No PL d/e rated reference design for a ROS 2 motion safety controller on Kria or Ryzen AI Embedded	Cobot and AMR integrators who must show a performance level for the control channel	Ship a Kria-based safety controller reference design with a PL d gap analysis and TUV report	corpus:amdcom-5013f693ca.txt
C242	unknown	-	low	1	2	3	1	No published IEC 62443-4-2 component security level claim for AMD embedded/robotics compute platforms	OT integrators putting AMD compute into certified robot cells under EU CRA and NIS-2	Confirm whether any AMD embedded platform holds a 62443-4-2 SL claim and publish it alongside the functional safety collateral	corpus:amdcom-5013f693ca.txt
C244	n/a	-	high	-	-	-	-	-	-	-	https://www.ul.com/services/ul-3300-safety-standard-service-communication-and-personal-care-robots
C245	n/a	-	high	-	-	-	-	-	-	-	https://www.automate.org/robot-safety
C246	n/a	-	med	-	-	-	-	-	-	-	https://eur-lex.europa.eu/eli/reg/2023/1230/oj
C247	n/a	-	med	-	-	-	-	-	-	-	https://eur-lex.europa.eu/eli/reg/2024/1689/oj
C248	partial	AMD aerospace and defense design flow lists DO-254 and DO-178B support	med	1	2	2	3	AMD collateral references DO-178B not the current DO-178C, and no DAL evidence exists for ROCm or AI runtime software in aerial robotics	Drone and UAS builders needing certifiable onboard autonomy compute	Refresh the avionics collateral to DO-178C/DO-330 and state what tool qualification data AMD supplies	corpus:amdcom-5013f693ca.txt
C249	native	AMD functional safety design flow is itself TUV SUD certified, with an annual Functional Safety Working Group with certification authorities	high	-	-	-	-	-	-	-	corpus:amdcom-5013f693ca.txt
C250	n/a	-	high	-	-	-	-	-	-	-	https://www.ul.com/
C252	partial	Certified compiler and design/verification tools bundled in the AMD functional safety package for adaptive SoCs	med	1	2	2	2	No safety-qualified compiler for AIE kernels, HIP/ROCm device code or XDNA NPU graphs; qualification stops at the scalar Arm/MicroBlaze toolchain	Anyone trying to place AMD AI acceleration inside an ASIL D or DAL A software item	State exactly which AMD compilers are qualified and to what level, then start a tool qualification plan for the AIE/HIP compiler	corpus:amdcom-5013f693ca.txt
C253	partial	AMD certified compiler tools shipped in the functional safety package cover the GCC-based embedded toolchain	low	2	2	2	2	No published qualification kit or test-suite evidence for the LLVM/GCC toolchains in Vitis or for ROCm amdclang	Safety teams wanting to reuse open toolchains on AMD targets without buying a proprietary compiler	Engage a qualification-kit vendor to run a compiler test suite against the Vitis GCC and publish the report	https://wrocpp.github.io/toolset/qualified-compilers/
C254	partial	QNX lists AMD among its silicon partners so QNX runs on AMD x86-64 and Arm cores	med	1	2	3	2	No AMD-published safety-certified RTOS BSP or safety manual for Ryzen AI Embedded or Kria, so the certified reflex layer has no AMD reference	Humanoid and cobot builders needing a certified real-time reflex partition next to an AI compute partition	Co-publish with QNX or a peer RTOS vendor a certified BSP and safety manual for Ryzen AI Embedded X100 and Kria	https://qnx.software/
C255	partial	PikeOS supports x86 and Arm v8 with TUV SUD DO-178C DAL A, IEC 61508 SIL 3 and ISO 26262 ASIL D, reachable on AMD x86-64 and Zynq/Versal Arm cores	med	1	3	2	3	No AMD-specific certified hypervisor BSP or mixed-criticality reference partitioning safety and ROCm AI workloads on one AMD device	Robot platform teams consolidating safety control and AI inference onto a single AMD SoC	Fund a PikeOS or Xen-based mixed-criticality reference on Versal/Ryzen Embedded with published isolation evidence	https://www.sysgo.com/pikeos
