C132	n/a	FAST-LIO2 builds and runs on AMD x86 ROS 2 hosts	med	-	-	-	-	-	-	-	https://github.com/hku-mars/FAST_LIO
C133	partial	PCL CPU build on EPYC/Ryzen plus AMD ROS 2 Perception Node	med	3	2	3	2	No HIP/ROCm backend for PCL GPU modules so accelerated filtering and segmentation stays CUDA-only	Perception teams porting lidar pipelines off Jetson/Isaac to AMD edge parts	Port the pcl_gpu octree, segmentation and surface kernels to HIP and upstream as an optional PCL backend	https://pointclouds.org/
C134	partial	OpenCV OpenCL T-API on Radeon/Instinct plus AMD MIVisionX and rocAL primitives	med	3	2	3	2	OpenCV cudaarithm/cudaimgproc module family has no HIP equivalent so GPU CV ops silently fall back to CPU on AMD	Every ROS 2 perception node and VLA data pipeline that assumes cv::cuda	Ship a hipified opencv_contrib cuda-module build in the ROCm robotics container and gate it in CI	corpus:rocmblogsamdcom-3f0bd016ae.txt
C136	partial	CPU-only Autoware install path plus AMD Instinct autonomous-driving training blog	med	3	2	3	3	Autoware perception nodes depend on CUDA/cuDNN/TensorRT with no ROCm or MIGraphX inference backend	AV and AMR integrators wanting an AMD reference autonomy stack	Add a MIGraphX/ONNX Runtime ROCm execution provider option to tensorrt_yolox and the CUDA pointcloud preprocessors	https://docs.autoware.org/main/installation/autoware/source-installation/
C137	partial	MJX-JAX on ROCm JAX runs MuJoCo on AMD GPUs; corpus shows MuJoCo policy work on Ryzen AI MAX+ 395	high	3	3	3	3	Upstream perf investment has moved to MJX-Warp which is NVIDIA-only leaving the AMD path on the slower JAX branch	Anyone doing large-scale parallel RL or sim-to-real on AMD GPUs	Fund an MJX-Warp-equivalent HIP/Triton backend or upstream ROCm kernels and publish MI300X env-steps/sec numbers	corpus:mujocoreadthedocsio-de76e51bc4.txt
C139	n/a	MJCF/URDF asset collection is hardware-neutral and loads under MJX-JAX on AMD	high	-	-	-	-	-	-	-	https://github.com/google-deepmind/mujoco_menagerie
C140	n/a	gz-sim CPU physics with OGRE2 rasterization runs on Radeon via standard OpenGL/Vulkan	med	-	-	-	-	-	-	-	corpus:roboticscenterai-8fb902883a.txt
C142	n/a	Bullet3/PyBullet is a CPU solver and builds natively on EPYC/Ryzen	high	-	-	-	-	-	-	-	corpus:roboticscenterai-8fb902883a.txt
C143	n/a	Drake multibody dynamics is CPU/Eigen based and portable to AMD hosts	med	-	-	-	-	-	-	-	https://drake.mit.edu/
C144	partial	CPU simulation and rendering fallback only; no ROCm GPU physics backend	med	3	3	2	2	SAPIEN GPU physics is PhysX/CUDA so photoreal parallel sensor rendering degrades to CPU on AMD	Manipulation researchers needing photoreal RGB-D sim on AMD workstations	Prototype a Vulkan-compute or HIP rigid-body backend for SAPIEN and validate the Vulkan renderer path on Radeon	https://github.com/haosulab/ManiSkill
