C041	partial	LeRobot leader-follower teleoperation validated on ROCm (AMD ROCm blog), no XR or ROS 2 teleop packages	med	3	2	3	3	No XR/VR demonstration-capture teleoperation stack wired into ROS 2 on AMD	Teams collecting manipulation demonstration data on AMD GPUs and Kria boards	Publish an OpenXR-to-ROS 2 teleop package on top of the already-working LeRobot ROCm teleop path	https://rocm.blogs.amd.com/artificial-intelligence/rocm-blogsblogsartificial-in/README.html
C042	partial	AMD ROS 2 Perception Node accelerated application plus AMD Robotics Software Suite on ROCm and ROS 2	med	3	3	3	3	No low-latency sensor-to-inference streaming graph framework with zero-copy or RDMA sensor bridge equivalent	Medical imaging, industrial inspection and sensor-streaming ISVs on AMD embedded silicon	Extend the Robotics Software Suite with a documented zero-copy sensor ingest graph API on Versal and Kria	https://newsroom.amd.com/news/aai-2026-kria-robotics-dev-platform/
C043	partial	rocDecode and rocJPEG expose VCN hardware decode with VA-API and HIP interop, decode only	high	3	3	2	3	No AMD-accelerated GStreamer plugin suite or video analytics pipeline SDK layered above raw decode	Multi-camera video analytics and robot vision application builders on Radeon and Instinct	Ship a supported set of ROCm GStreamer elements chaining decode, inference and tracking as a reference pipeline	https://rocm.docs.amd.com/projects/rocDecode/en/latest/index.html
C044	partial	AMD Kria AI Robotics Developer Platform and Robotics Software Suite provide ROS 2 board support	med	3	3	2	3	No ROS 2 utility and telemetry packages exposing power, thermal, NPU and iGPU load on AMD embedded SoCs	Kria and Ryzen AI Embedded robot integrators doing field diagnostics and thermal budgeting	Publish a rocm-smi and XRT backed ROS 2 diagnostics node inside the Robotics Software Suite	https://newsroom.amd.com/news/aai-2026-kria-robotics-dev-platform/
C046	community	MuJoCo MJX-JAX runs on AMD GPUs via XLA, plus Gazebo, neither maintained by AMD	high	3	3	3	3	No AMD-backed GPU-resident massively parallel RL and IL environment framework	Reinforcement and imitation learning researchers wanting thousands of parallel envs on Instinct HBM	Fund and CI-validate MJX-JAX on ROCm and publish a parallel-environment RL training reference	https://mujoco.readthedocs.io/en/stable/mjx.html
C047	none	-	med	2	2	2	2	No composable simulation-based policy evaluation harness usable on AMD	Teams needing reproducible VLA policy regression scoring before deployment	Adapt an open evaluation harness to LeRobot plus MuJoCo on ROCm and publish it as a reference	https://newsroom.amd.com/news/aai-2026-robotics-partner-network/
C049	community	MuJoCo and MJX-JAX on ROCm and Bullet on CPU; Newton and MJWarp are NVIDIA Warp and CUDA only	high	3	3	3	3	No GPU-resident rigid body and articulation solver maintained on ROCm, the open Newton engine depends on NVIDIA Warp	Every simulator and RL stack that needs GPU physics on Instinct or Radeon	Contribute a HIP or Triton solver backend to Newton, or port Warp kernels, to break the CUDA dependency	https://www.linuxjournal.com/content/linux-foundation-welcomes-newton-next-open-physics-engine-robotics
C054	none	Nav2 CPU route planning only; no ROCm sparse waypoint graph generator	med	3	2	1	3	SWAGGER mandates CUDA 12.5 so occupancy-grid waypoint graph generation has no AMD GPU path	AMR and warehouse fleet route planning teams standardizing on AMD compute	Port the SWAGGER graph kernels to HIP or contribute a CPU and ROCm backend upstream	https://github.com/nvidia-isaac/SWAGGER
C055	community	Upstream community mujoco_ros2_control runs on AMD CPUs; MuJoCo is Apache 2.0 and hardware agnostic	med	3	2	2	2	No AMD-validated MuJoCo ros2_control bridge with GPU-rendered RGB-D and lidar sensor plugins	ROS 2 teams doing hardware-in-the-loop and controller simulation on AMD	Add mujoco_ros2_control to AMD Robotics Software Suite CI with ROCm-backed sensor rendering	https://github.com/google-deepmind/mujoco
C056	none	-	high	1	2	2	3	No open extensible 3D and digital-twin application runtime AMD can build on without Omniverse Enterprise licensing	ISVs and simulation partners building digital twin applications on AMD platforms	Back an open runtime such as O3DE or Gazebo with ROCm rendering as a declared Omniverse Kit alternative	https://github.com/NVIDIA-Omniverse/kit-app-template
C057	n/a	OpenUSD itself is open and vendor-neutral under AOUSD and the Linux Foundation; data interchange is CPU-side	high	-	-	-	-	-	-	-	https://github.com/NVIDIA-Omniverse/usd-exchange
C058	partial	gsplat 3D Gaussian Splatting enabled and documented on ROCm in two AMD ROCm blog posts	med	3	3	3	3	No real-capture-to-simulation neural reconstruction pipeline that feeds reconstructed scenes into a robot simulator	Teams building simulation scenes from real robot sensor captures on AMD	Publish a ROCm gsplat to Gazebo or MuJoCo scene export reference so captures become simulatable assets	https://rocm.blogs.amd.com/blog/2025.html
C059	community	Gazebo ros_gz bridge and community MuJoCo ROS 2 wrappers, hardware agnostic but not AMD maintained	med	3	2	2	2	No AMD-published versioned simulation-plus-ROS 2 reference workspace or container pinning known-good versions	ROS 2 developers standing up simulation CI on AMD hardware	Publish a versioned ROCm simulation and ROS 2 workspace container inside the Robotics Software Suite	https://newsroom.amd.com/news/aai-2026-kria-robotics-dev-platform/
